product_name,category,price,discount_pct,color_options,cluster_id,cluster_label,avg_price,price_tier,price_cleaned,sku_id,current_stock,fifo_unit_cost,fifo_inventory_value,fifo_batch_date
1pc The Windshield Cleaning Brush Set Keeps Your Car Clean And Shiny!,automotive,0.33,86.0,1,2,Cluster 2 - Premium / Multi-Color,0.33,Low,0.33,SKU-100068,355,0.13,46.15,2026-07-22
1pc Portable 3-in-1 Wireless Earphone Kit Cleaning Brush,automotive,1.8,0.0,1,1,Cluster 0 - Budget / Regular,1.8,Low,1.8,SKU-100069,62,0.98,60.76,2026-05-18
"1pc Car Dent Repair Suction Cup, Car Cleaner",automotive,1.8,0.0,1,1,Cluster 0 - Budget / Regular,1.8,Low,1.8,SKU-100070,395,0.97,383.15,2026-06-15
1pc Car Seat Hair Removal Brush,automotive,1.26,37.0,1,2,Cluster 2 - Premium / Multi-Color,1.26,Low,1.26,SKU-100071,349,0.63,219.87,2026-05-09
1 Din 5'' Car Stereo Radio Android Auto Car MP5 Player FM  Touch Screen TF/USB+Rear Camera+MIC+Remote control,automotive,45.0,10.0,1,1,Cluster 0 - Budget / Regular,45.0,High,45.0,SKU-100072,101,24.24,2448.24,2026-04-25
4pcs Car Tire Valve Caps Aluminum Alloy Car Wheel Tire Valve Caps Dustproof Car Motorcycle Truck Bike Compatible With USA AIR Valve Caps,automotive,1.4,0.0,1,1,Cluster 0 - Budget / Regular,1.4,Low,1.4,SKU-100073,376,0.49,184.24,2026-06-23
1pc Double Head Car Washing Brush,automotive,1.7,0.0,1,1,Cluster 0 - Budget / Regular,1.7,Low,1.7,SKU-100074,453,0.83,375.99,2026-07-12
1pc Car Wheel Washing Brush,automotive,2.5,0.0,1,1,Cluster 0 - Budget / Regular,2.5,Low,2.5,SKU-100075,464,0.95,440.8,2026-04-09
Multifunctional Car Rearview Mirror Phone Holder,automotive,4.23,8.0,1,1,Cluster 0 - Budget / Regular,4.23,Medium,4.23,SKU-100076,437,2.04,891.48,2026-05-16
"Car Screen Cleaning Wipes, Car Display Screen Wipes (This Product Is An Empty Bottle And Does Not Contain Cleaning Liquid)",automotive,2.5,0.0,1,1,Cluster 0 - Budget / Regular,2.5,Low,2.5,SKU-100077,273,0.98,267.54,2026-05-06
"10pcs Self-adhesive Cable Clips, Desktop Cord Management, Charging Cable Organizer, Car Cable Wire Holder",automotive,1.4,44.0,1,2,Cluster 2 - Premium / Multi-Color,1.4,Low,1.4,SKU-100078,440,0.52,228.8,2026-07-18
Waterproof Car Trash Can,automotive,1.74,46.0,1,2,Cluster 2 - Premium / Multi-Color,1.74,Low,1.74,SKU-100079,44,0.94,41.36,2026-07-04
"1pc Car Safety Hammer, Automotive Rescue Hammer, Emergency Escape Hammer, Solid Window Breaker",automotive,4.7,0.0,1,1,Cluster 0 - Budget / Regular,4.7,Medium,4.7,SKU-100080,215,1.66,356.9,2026-04-17
"10pcs Microfiber Car Cleaning Towel, Potless, Shine For Automobile & Motorcycle",automotive,3.4,0.0,1,1,Cluster 0 - Budget / Regular,3.4,Medium,3.4,SKU-100081,90,1.66,149.4,2026-05-06
"9 Inch Android Os Car Play Multimedia Display With 2.5d Built-In Frame And Base, Support Wifi/Gps/Fm, D-Play And Android Auto Functions, Hi-Fi Audio Output",automotive,70.6,0.0,1,1,Cluster 0 - Budget / Regular,70.6,High,70.6,SKU-100082,429,33.09,14195.61,2026-04-19
Car Headlight Restoration Oxidative Yellowing Repair Liquid Polymer Refurbishment Lens Headlight Polishing JB-XG 8,automotive,3.3,0.0,1,1,Cluster 0 - Budget / Regular,3.3,Low,3.3,SKU-100083,59,1.24,73.16,2026-07-28
"1pc Car Dust Removal Soft Glue, Car Cleaner",automotive,2.4,0.0,1,1,Cluster 0 - Budget / Regular,2.4,Low,2.4,SKU-100084,369,1.0,369.0,2026-04-25
"4pcs Car Cup Holder Coaster, Anti-slip Mat, Suitable For Insulated Mugs, Travel Mugs, Soda Cups And Water Bottles, Compatible With Various Car Models",automotive,3.1,0.0,1,1,Cluster 0 - Budget / Regular,3.1,Low,3.1,SKU-100085,397,1.04,412.88,2026-04-11
4pcs Car Night Light Tire Valve Stem Caps,automotive,1.2,0.0,1,1,Cluster 0 - Budget / Regular,1.2,Low,1.2,SKU-100086,11,0.64,7.04,2026-06-28
"2pcs Car Blind Spot Mirror, Frameless Auxiliary Rearview Mirror",automotive,2.93,14.0,1,1,Cluster 0 - Budget / Regular,2.93,Low,2.93,SKU-100087,399,1.59,634.41,2026-05-10
Car Emergency Urination Device,automotive,1.5,0.0,1,1,Cluster 0 - Budget / Regular,1.5,Low,1.5,SKU-100088,63,0.72,45.36,2026-07-06
4 Pcs Universal Carbon Fiber Car Door Handle Protector - Scratch Resistant Adhesive Film,automotive,1.4,0.0,1,1,Cluster 0 - Budget / Regular,1.4,Low,1.4,SKU-100089,115,0.72,82.8,2026-07-21
2pcs Rhinestone Decor Heart Shaped Car Hook,automotive,2.1,0.0,1,1,Cluster 0 - Budget / Regular,2.1,Low,2.1,SKU-100090,269,0.67,180.23,2026-07-02
"15ml Fiber Velvet Cloth Square Tube Spray Wipe Integrated Spray Car Screen Control Cleaner, Glass Cleaning Artifact, Half Sticking, Portable (No Refill)",automotive,2.3,0.0,1,1,Cluster 0 - Budget / Regular,2.3,Low,2.3,SKU-100091,319,0.91,290.29,2026-07-14
1Pc Black 2M Buckle Tie Down Strap Cargo Strap Metal Buckle Trailer Rope Strong Ratchet Strap Luggage Bag for Car Motorcycle Bike Universal,automotive,1.41,44.0,1,2,Cluster 2 - Premium / Multi-Color,1.41,Low,1.41,SKU-100092,486,0.54,262.44,2026-07-02
"2pcs/4pcs Purple Butterflies Printed Car Floor Mats, Heavy Duty Car Mats, Car Accessories, Universal Fit Car Floor Mat",automotive,9.0,0.0,1,1,Cluster 0 - Budget / Regular,9.0,Medium,9.0,SKU-100093,200,3.97,794.0,2026-07-14
1pc White Color Car Crystal Rhinestone Engine Start Button Decorative Ring Interior Ignition Key Switch Decorative Circle,automotive,1.3,0.0,1,1,Cluster 0 - Budget / Regular,1.3,Low,1.3,SKU-100094,411,0.45,184.95,2026-06-04
"Side Mirror Squeegee, 1pc Car Mirror Squeegee, Retractable Car Rearview Mirror Wiper For All Vehicles, Universal Automotive Accessories",automotive,3.5,0.0,1,1,Cluster 0 - Budget / Regular,3.5,Medium,3.5,SKU-100095,227,1.54,349.58,2026-05-18
"1pc, Windshield Repair Kit, Cracks Gone Glass Repair Kit Automotive Glass Windscreen Tool for Fixing Chips, Cracks and Star-Shaped Crack - Nano Fluid Filler Repair Kit Windshield Crack Repair Kit",automotive,2.2,0.0,1,1,Cluster 0 - Budget / Regular,2.2,Low,2.2,SKU-100096,53,1.02,54.06,2026-05-27
"60ML Car Scratch & Swirl Remover, Car Scratch Paint Care Tool, Scratches Repair Polishing Wax Auto Product Car Paint Repair Accessories",automotive,3.6,0.0,1,1,Cluster 0 - Budget / Regular,3.6,Medium,3.6,SKU-100097,171,1.2,205.2,2026-07-13
4pcs Small Daisy Flower Car Air Outlet Perfume Decorative Clip Car Accessories For Women,automotive,2.8,0.0,1,1,Cluster 0 - Budget / Regular,2.8,Low,2.8,SKU-100098,211,0.93,196.23,2026-07-11
"1pc Car Travel Organization And Storage Mobile Phone Holder With Dinner Plate, Coffee Table Food Storage Rack, And Water Cup Position Small Tray - Car Accessories For Convenient On-The-Go Dining And Organization",automotive,11.8,0.0,1,1,Cluster 0 - Budget / Regular,11.8,High,11.8,SKU-100099,455,3.64,1656.2,2026-07-15
10 Pcs Car Dashboard Data Cable Clips Self-Adhesive USB Line Hub Wire Holder Fixing Clamp Office Desk Wire Organizer Accessories,automotive,1.7,0.0,1,1,Cluster 0 - Budget / Regular,1.7,Low,1.7,SKU-100100,493,0.83,409.19,2026-06-28
Car Safety Hammer & Seat Belt Cutter Keychain,automotive,2.0,0.0,1,1,Cluster 0 - Budget / Regular,2.0,Low,2.0,SKU-100101,279,0.77,214.83,2026-04-15
Factory Newly Upgraded Digital Display Portable Jumpstarter Multi-Function Charger Booster Car Battery 12V Car Jump Starter,automotive,31.54,5.0,1,1,Cluster 0 - Budget / Regular,31.54,High,31.54,SKU-100102,360,11.24,4046.4,2026-04-11
"1pc Ouhoe Car Headlight Repair Spray, Car Headlight Refurbishing Agent, Scratch Polishing For Car Headlight Cover",automotive,1.9,0.0,1,1,Cluster 0 - Budget / Regular,1.9,Low,1.9,SKU-100103,313,0.94,294.22,2026-05-14
1pc Car Storage Coins Purse Savings Box For Euro Coin Bank Coin Holder Case Plastic Wallet Holders Safe Money Boxes Cash Organizer,automotive,1.38,52.0,1,2,Cluster 2 - Premium / Multi-Color,1.38,Low,1.38,SKU-100104,280,0.46,128.8,2026-06-23
10pcs Cartoon Design Car Ornament,automotive,1.4,0.0,1,1,Cluster 0 - Budget / Regular,1.4,Low,1.4,SKU-100105,465,0.57,265.05,2026-06-25
"1pc Random Color Car Washing Towel, Car Cleaner",automotive,2.4,0.0,1,1,Cluster 0 - Budget / Regular,2.4,Low,2.4,SKU-100106,471,1.17,551.07,2026-05-09
"2pcs Cartoon Duck Design Car Ornament, Rubber Duck",automotive,1.32,49.0,1,2,Cluster 2 - Premium / Multi-Color,1.32,Low,1.32,SKU-100107,224,0.59,132.16,2026-07-28
10pcs 20cm U-shape Car Air Vent Decorative Strip & Car Door Edge Protector,automotive,1.8,0.0,1,1,Cluster 0 - Budget / Regular,1.8,Low,1.8,SKU-100108,261,0.79,206.19,2026-07-15
2PCS Car Rearview Mirror Rain Eyebrow Visor Carbon Fiber Car Rearview Side Snow Sun Visor Rain Cover Car Mirror Accessories,automotive,1.6,0.0,1,1,Cluster 0 - Budget / Regular,1.6,Low,1.6,SKU-100109,199,0.54,107.46,2026-07-07
1pc Car Wash Glove,automotive,0.76,55.0,1,2,Cluster 2 - Premium / Multi-Color,0.76,Low,0.76,SKU-100110,305,0.26,79.3,2026-07-24
"2pcs Blind Spot Car Mirrors, 2 Inch Reusable Round HD Glass Convex 360° Wide Angle Side Rear View Mirror With Sucker For Cars SUV And Trucks",automotive,3.8,0.0,1,1,Cluster 0 - Budget / Regular,3.8,Medium,3.8,SKU-100111,222,1.69,375.18,2026-06-05
"OBD2 Code Scanner, OBDII Car Code Reader Check Engine Fault Code Scanner Cranking And Charging Tester OBD2 Diagnostic Tool For OBDII 12V Gasoline Cars",automotive,10.94,41.0,1,2,Cluster 2 - Premium / Multi-Color,10.94,High,10.94,SKU-100112,217,3.35,726.95,2026-04-05
"4pcs Rhinestone Decor Car Tire Valve Caps,Universal Car Wheel Tyre Valve Cover Bling Crystal Tire Valve Stem Caps",automotive,1.23,47.0,1,2,Cluster 2 - Premium / Multi-Color,1.23,Low,1.23,SKU-100113,246,0.64,157.44,2026-04-18
1pc Car Wash Sponge,automotive,2.3,0.0,1,1,Cluster 0 - Budget / Regular,2.3,Low,2.3,SKU-100114,347,0.89,308.83,2026-07-05
1pc Universal Light Blue Car Interior Cleaning Putty,automotive,2.2,0.0,1,1,Cluster 0 - Budget / Regular,2.2,Low,2.2,SKU-100115,376,0.89,334.64,2026-06-06
1-Pack Retractable 120w 4-In-1 Fast Charging Retractable Car Charging Adapter For Iphone 15/14/13/12/11 Pro Max Plus/Xs/Xr/8/7/6/Samsung S24/S23/S22/S21/S20 Ultra Plus/Huawei/Xiaomi Series Retractable Cable + 2 Usb Ports Car Charging Adapter,automotive,7.55,50.0,1,2,Cluster 2 - Premium / Multi-Color,7.55,Medium,7.55,SKU-100116,62,2.75,170.5,2026-07-01
1pc Car Air Conditioner Cleaning Brush,automotive,1.6,0.0,1,1,Cluster 0 - Budget / Regular,1.6,Low,1.6,SKU-100117,289,0.83,239.87,2026-05-21
"100pcs/Pack Car Detail Brush Set Including Air Conditioner Vent Brush, Interior Brush, Detailing Brush, And Other Brush Tools For Cleaning Car Seams And Gaps",automotive,2.1,0.0,1,1,Cluster 0 - Budget / Regular,2.1,Low,2.1,SKU-100118,419,0.97,406.43,2026-07-07
"15/60ml Car Scratch Repair Liquid, Ceramic Coating Paint Care Polishing Wax Scratch Prevention Tool, Car Paint Repair Accessories",automotive,2.4,0.0,1,1,Cluster 0 - Budget / Regular,2.4,Low,2.4,SKU-100119,226,0.99,223.74,2026-06-02
"Car Garbage Bag, Car Storage",automotive,3.98,39.0,1,2,Cluster 2 - Premium / Multi-Color,3.98,Medium,3.98,SKU-100120,261,1.78,464.58,2026-05-20
Car Air-Conditioner Outlet Cleaning Tool Multi-Purpose Dust Brush Car Accessories Interior Multi-Purpose Brush Cleaning Brush For Commercial,automotive,2.2,0.0,1,1,Cluster 0 - Budget / Regular,2.2,Low,2.2,SKU-100121,197,0.87,171.39,2026-06-20
1pc H4 BA20D H6 Motorcycle Led Headlight High Low Beam Moto Headlamp DC Scooter Conversion Kit White Yellow,automotive,4.57,34.0,1,2,Cluster 2 - Premium / Multi-Color,4.57,Medium,4.57,SKU-100122,389,1.9,739.1,2026-06-18
1pc Car One-button Start Rhinestone Decoration Ring,automotive,0.56,60.0,1,2,Cluster 2 - Premium / Multi-Color,0.56,Low,0.56,SKU-100123,50,0.22,11.0,2026-04-16
1pc Cute Dog Shaped Car Gear Shift Knob Cover Decoration,automotive,2.26,37.0,1,2,Cluster 2 - Premium / Multi-Color,2.26,Low,2.26,SKU-100124,166,0.91,151.06,2026-07-31
1pc Car Tire Cleaning Sponge,automotive,2.1,0.0,1,1,Cluster 0 - Budget / Regular,2.1,Low,2.1,SKU-100125,24,0.8,19.2,2026-04-23
3sheets Clear PMMA Traceless Car Double-sided Sticker,automotive,1.2,0.0,1,1,Cluster 0 - Budget / Regular,1.2,Low,1.2,SKU-100126,310,0.38,117.8,2026-04-29
4pcs PVC Car Door Reflective Safety Warning Sticker,automotive,1.4,0.0,1,1,Cluster 0 - Budget / Regular,1.4,Low,1.4,SKU-100127,74,0.43,31.82,2026-04-11
1pc PS Car Wash Sponge,automotive,1.7,0.0,1,1,Cluster 0 - Budget / Regular,1.7,Low,1.7,SKU-100128,354,0.58,205.32,2026-04-10
100pcs Car Vent Gap Cleaning Swabs,automotive,2.2,0.0,1,1,Cluster 0 - Budget / Regular,2.2,Low,2.2,SKU-100129,336,0.8,268.8,2026-06-08
"Multipurpose Car Steering Wheel Desk Tray Table For Eating, Working, And Traveling - Convenient Car Accessories For On-The-Go Productivity And Comfort",automotive,6.88,20.0,1,1,Cluster 0 - Budget / Regular,6.88,Medium,6.88,SKU-100130,18,3.6,64.8,2026-04-09
1PC Car Leather Seat Maintenance and Care Oil Multifunctional Maintenance Cream Interior Polishing Stain Removal Refurbished Leather Sofa Cleaning,automotive,5.7,0.0,1,1,Cluster 0 - Budget / Regular,5.7,Medium,5.7,SKU-100131,353,2.58,910.74,2026-04-11
